"Txhash","Blockno","UnixTimestamp","DateTime","ParentTxFrom","ParentTxTo","ParentTxETH_Value","From","TxTo","ContractAddress","Value_IN(BNB)","Value_OUT(BNB)","CurrentValue @ $512.03/BNB","Historical $Price/BNB","Status","ErrCode","Type"
"0x2980b8ff019bdba8d2874f7cd7924fdfb81bdf73549c2e29392fb6a4681586d9","6777727","1619066231","2021-04-22 04:37:11","0xad5dbd9a843801164732353f8555a90db13dc0cd","0x05ff2b0db69458a0750badebc4f9e13add608c7f","0","0x05ff2b0db69458a0750badebc4f9e13add608c7f","0x0321394309cad7e0e424650844c3ab3b659315d3","","0.019736359994289554","0","10.1056084078761","505.27","0","","call",""
"0x2980b8ff019bdba8d2874f7cd7924fdfb81bdf73549c2e29392fb6a4681586d9","6777727","1619066231","2021-04-22 04:37:11","0xad5dbd9a843801164732353f8555a90db13dc0cd","0x05ff2b0db69458a0750badebc4f9e13add608c7f","0","0x0321394309cad7e0e424650844c3ab3b659315d3","0x05ff2b0db69458a0750badebc4f9e13add608c7f","","0","0.006578786664763184","3.36853613595869","505.27","0","","call",""
"0x4027119e101495a7162198f7950df2509bea72dfe990794d0a16ac293f97928c","6777729","1619066237","2021-04-22 04:37:17","0x48ac1614bb81fd9c5a387c6c6da036ae77a1011d","0x05ff2b0db69458a0750badebc4f9e13add608c7f","0","0x05ff2b0db69458a0750badebc4f9e13add608c7f","0x0321394309cad7e0e424650844c3ab3b659315d3","","0.020292609553860731","0","10.3904248698633","505.27","0","","call",""
"0x4027119e101495a7162198f7950df2509bea72dfe990794d0a16ac293f97928c","6777729","1619066237","2021-04-22 04:37:17","0x48ac1614bb81fd9c5a387c6c6da036ae77a1011d","0x05ff2b0db69458a0750badebc4f9e13add608c7f","0","0x0321394309cad7e0e424650844c3ab3b659315d3","0x05ff2b0db69458a0750badebc4f9e13add608c7f","","0","0.006764203184620243","3.4634749566211","505.27","0","","call",""
"0xa2c0e12a5639a8244715259c1e2d8a91191f4422d8ebdfb8ded4529526c0016a","6777730","1619066240","2021-04-22 04:37:20","0x3a374555507519fab5979d996993bbc3900b9fe2","0x05ff2b0db69458a0750badebc4f9e13add608c7f","0","0x05ff2b0db69458a0750badebc4f9e13add608c7f","0x0321394309cad7e0e424650844c3ab3b659315d3","","0.020336501752601583","0","10.4128989923846","505.27","0","","call",""
"0xa2c0e12a5639a8244715259c1e2d8a91191f4422d8ebdfb8ded4529526c0016a","6777730","1619066240","2021-04-22 04:37:20","0x3a374555507519fab5979d996993bbc3900b9fe2","0x05ff2b0db69458a0750badebc4f9e13add608c7f","0","0x0321394309cad7e0e424650844c3ab3b659315d3","0x05ff2b0db69458a0750badebc4f9e13add608c7f","","0","0.006778833917533861","3.47096633079486","505.27","0","","call",""
"0x7b804c2224d607c01bf121cace358594640514ca01656cf8e47f0ed6c0c228bc","6777731","1619066243","2021-04-22 04:37:23","0x50c703ab28eca1d4c19073972c135a7eab9bef1f","0x05ff2b0db69458a0750badebc4f9e13add608c7f","0","0x05ff2b0db69458a0750badebc4f9e13add608c7f","0x0321394309cad7e0e424650844c3ab3b659315d3","","0.020898405364197695","0","10.7006104986301","505.27","0","","call",""
"0x7b804c2224d607c01bf121cace358594640514ca01656cf8e47f0ed6c0c228bc","6777731","1619066243","2021-04-22 04:37:23","0x50c703ab28eca1d4c19073972c135a7eab9bef1f","0x05ff2b0db69458a0750badebc4f9e13add608c7f","0","0x0321394309cad7e0e424650844c3ab3b659315d3","0x05ff2b0db69458a0750badebc4f9e13add608c7f","","0","0.006966135121399231","3.56687016621005","505.27","0","","call",""
"0x2069e0d47dbaaa83b9a4fd154e1f2e8e241c1bbbc17596d7a08d99f26c2e70e6","6777733","1619066249","2021-04-22 04:37:29","0xad5dbd9a843801164732353f8555a90db13dc0cd","0x05ff2b0db69458a0750badebc4f9e13add608c7f","0","0x05ff2b0db69458a0750badebc4f9e13add608c7f","0x0321394309cad7e0e424650844c3ab3b659315d3","","0.021298692729054091","0","10.9055696380576","505.27","0","","call",""
"0x2069e0d47dbaaa83b9a4fd154e1f2e8e241c1bbbc17596d7a08d99f26c2e70e6","6777733","1619066249","2021-04-22 04:37:29","0xad5dbd9a843801164732353f8555a90db13dc0cd","0x05ff2b0db69458a0750badebc4f9e13add608c7f","0","0x0321394309cad7e0e424650844c3ab3b659315d3","0x05ff2b0db69458a0750badebc4f9e13add608c7f","","0","0.00709956424301803","3.63518987935252","505.27","0","","call",""
"0x7b8d6c639d5ea35199422006cbed4b2b4892d217ab65acbfc38cfd5d5e671229","6777736","1619066258","2021-04-22 04:37:38","0x45098044ed0bf1988dd1db4b92416ac2232a54e3","0x05ff2b0db69458a0750badebc4f9e13add608c7f","0","0x05ff2b0db69458a0750badebc4f9e13add608c7f","0x0321394309cad7e0e424650844c3ab3b659315d3","","0.021883994698692468","0","11.2052618055715","505.27","0","","call",""
"0x7b8d6c639d5ea35199422006cbed4b2b4892d217ab65acbfc38cfd5d5e671229","6777736","1619066258","2021-04-22 04:37:38","0x45098044ed0bf1988dd1db4b92416ac2232a54e3","0x05ff2b0db69458a0750badebc4f9e13add608c7f","0","0x0321394309cad7e0e424650844c3ab3b659315d3","0x05ff2b0db69458a0750badebc4f9e13add608c7f","","0","0.007294664899564156","3.73508726852383","505.27","0","","call",""
